lID,road,neighborhood,npu
4269,West Avenue Northwest,Carey Park,G
4270,Peachtree Road Northeast,Peachtree Heights West,B
4271,Alberta Terrace Northeast,Buckhead Forest,B
4272,Forest Overlook Drive Southwest,Midwest Cascade,Q
4273,Stratton Place Southwest,Regency Trace,Q
4274,Ruby H Harper Boulevard,Glenrose Heights,Z
4275,Paran Pines Drive Northwest,Mt. Paran/Northside,A
4276,Gift Avenue Southeast,Ormewood Park,W
4277,Marne Drive Northwest,Argonne Forest,C
4278,Orr Street Northwest,Vine City,L
4279,McWilliams Road Southeast,Browns Mill Park,Z
4280,Gray Street Northwest,Downtown,M
4281,Pinecrest Road Northeast,North Buckhead,B
4282,Mulberry Row Southeast,Glenrose Heights,Z
4283,Vernon Road Northwest,Peachtree Heights West,B
4284,Ross Street Southwest,Sylvan Hills,X
4285,Ramsgate Court Northwest,Peachtree Battle Alliance,C
4286,Wilson Avenue Northwest,Penelope Neighbors,J
4287,Kendall Street,Old Fourth Ward,M
4288,Rosewood Drive Northeast,Virginia Highland,F
4289,Lyndale Drive Southeast,Ormewood Park,W
4290,Twilley Road Northwest,Center Hill,J
4291,Ferry Crossing Heights Drive Southwest,Baker Hills,H
4292,Riverly Place Northwest,Paces,A
4293,Sumlin Avenue Northwest,Almond Park,G
4294,Wilson Mill Road Southwest,Wildwood (NPU-H),H
4295,Haven Oaks Court,North Buckhead,B
4296,Pacific Drive Southwest,Ben Hill Acres,P
4297,Gun Club Road Northwest,West Highlands,G
4298,Loma Linda Street Southwest,Bush Mountain,S
4299,Defoors Ferry Road Northwest,Westover Plantation,C
4300,Bohler Pointe,Underwood Hills,D
4301,Defoors Walk,Underwood Hills,D
4302,Normandy Court,Pine Hills,B
4303,Palisades Road Northeast,Brookwood Hills,E
4304,Rosewood Plantation Road Northeast,East Chastain Park,B
4305,Collier Road Northwest,Springlake,C
4306,Harris Valley Road Northwest,Mt. Paran/Northside,A
4307,Heatherbrook Lane,Pine Hills,B
4308,Ivy Gates Northeast,North Buckhead,B
4309,Ivy Ridge Northeast,North Buckhead,B
4310,Battle Overlook Northwest,Brandon,C
4311,Burns Street Southeast,Ormewood Park,W
4312,Treadwell Circle Southwest,Adamsville,H
4313,Moreland Avenue Southeast,Reynoldstown,W
4314,Walker Terrace Northeast,Ansley Park,E
4315,Paran Walk Northwest,Mt. Paran/Northside,A
4316,Steve Drive Southwest,Hammond Park,X
4317,Sam Street,Bolton Hills,G
4318,Hopkins Street Southeast,Lakewood Heights,Y
4319,Saint Johns Avenue Southwest,Sylvan Hills,X
4320,Ivy Trail NE,North Buckhead,B
4321,Moore Street Northwest,Scotts Crossing,G
4322,Stonegate Drive,Greenbriar,R
4323,Grant Circle Southeast,Grant Park,W
4324,Defoors Mill Drive Northwest,Underwood Hills,D
4325,Lena Street Northwest,Vine City,L
4326,Camden Park Court Northeast,North Buckhead,B
4327,Beecher Road Southwest,Cascade Heights,I
4328,Bedford Street Northwest,English Avenue,L
4329,Lenox Green,Pine Hills,B
4330,Haygood Avenue Southwest,Peoplestown,V
4331,Habersham Way Northwest,Peachtree Heights West,B
4332,Braemar Avenue Southwest,Magnum Manor,I
4333,Aalto Main,Blandtown,D
4334,2082 Marietta Road,Bolton,D
4335,Mangum Street Southwest,Downtown,M
4336,Niskey Lake Road Southwest,Butner/Tell,P
4337,Hidden Oak Court,Regency Trace,Q
4338,Mallard Street Northwest,Hills Park,D
4339,Knollwood Drive Northwest,Tuxedo Park,A
4340,Prospect Avenue Southeast,Ormewood Park,W
4341,Greencove Avenue Northeast,Virginia Highland,F
4342,Davis Street Northwest,Underwood Hills,D
4343,Anderson Avenue Southwest,Penelope Neighbors,J
4344,Edison Avenue Northeast,Peachtree Hills,B
4345,Pamela Lane Southwest,Lake Estates,P
4346,Meadow Park Lane Southwest,Browns Mill Park,Z
4347,Darrah Court Southwest,Deerwood,P
4348,Schell Road Southeast,Swallow Circle/Baywood,Z
4349,Kenwood Avenue Northwest,Loring Heights,E
4350,Oakview Road NE,Kirkwood,O
4351,Napoleon Drive Southwest,West End,T
4352,Spence Avenue Northeast,East Lake,O
4353,Parrot Avenue Northwest,Chattahoochee,G
4354,Lookout Place Northeast,Garden Hills,B
4355,Angier Court Northeast,Old Fourth Ward,M
4356,Parsons Place Southwest,Ashview Heights,T
4357,PATH400,North Buckhead,B
4358,Laurent Street Northwest,Home Park,E
4359,Ponce de Leon Avenue Northwest,Midtown,E
4360,Brookhaven Springs Court Northeast,North Buckhead,B
4361,Darlington Commons Court,Peachtree Park,B
4362,Cresthill Avenue Northeast,Virginia Highland,F
4363,Delowe Place Southwest,Campbellton Road,R
4364,1st Avenue Southeast,East Lake,O
4365,Atlanta BeltLine Southside Trail,Capitol View,X
4366,Wesley Circle,Margaret Mitchell,A
4367,Home Park Avenue Northwest,Home Park,E
4368,West Whitehall Street Southwest,Adair Park,V
4369,Northside Drive Northwest,Argonne Forest,C
4370,Sharondale Circle Northeast,Garden Hills,B
4371,Hawick Drive Northwest,Brandon,C
4372,Eleanor Court Northwest,Collier Heights,I
4373,Perimeter,Greenbriar,R
4374,Paran Trail Northwest,Mt. Paran/Northside,A
4375,Exeter Close Northwest,Chastain Park,A
4376,Tinsley Way,Princeton Lakes,P
4377,Codel Street Southwest,Wilson Mill Meadows,H
4378,Seal Place Northeast,Midtown,E
4379,Dorr Avenue Southeast,East Atlanta,W
4380,Regency Road Northwest,Randall Mill,A
4381,Old Hunter Street Drive,Grant Park,W
4382,Higgins Street Southwest,Capitol View,X
4383,Northside Drive Northwest,Arden/Habersham,C
4384,Foster Place Northwest,Knight Park/Howell Station,K
4385,Wyngate Northwest,Wyngate,C
4386,Peters Street Southwest,Adair Park,V
4387,City View Court Northeast,Old Fourth Ward,M
4388,Golf View Drive Northwest,Collier Hills North,C
4389,Kelso at Peyton Southwest,Florida Heights,I
4390,Inverness Avenue Northeast,Morningside/Lenox Park,F
4391,Riverly Road Northwest,Paces,A
4392,Pullman Trail,Kirkwood,O
4393,Pine Meadow Road Northwest,West Paces Ferry/Northside,A
4394,Adair Street Southwest,Mozley Park,K
4395,Chatham Road Northwest,Peachtree Heights West,B
4396,Harden Street Southeast,Grant Park,W
4397,McLendon Avenue Northeast,Inman Park,N
4398,Normandy Drive Northwest,Wyngate,C
4399,Marietta Road Northwest,Rockdale,G
4400,Rivermeade Lane Northwest,Paces,A
4401,Greendale Drive Southeast,Lakewood Heights,Y
4402,North Fulton Drive Northeast,Buckhead Village,B
4403,Habersham Park Northwest,Peachtree Heights West,B
4404,Paschal Street,Vine City,L
4405,Macaw Street Northwest,Whittier Mill Village,D
4406,Martin Lane,Summerhill,V
4407,Landings North Court,Ben Hill,P
4408,6th Street Southwest,Hammond Park,X
4409,Roosevelt Drive Southeast,South River Gardens,Z
4410,Ferncliff Court,Pine Hills,B
4411,Kay Lane Northeast,Morningside/Lenox Park,F
4412,Spring Hollow Southwest,Audobon Forest,I
4413,Dalton Street Southeast,Chosewood Park,Y
4414,Durango Road Southwest,Arlington Estates,P
4415,Northside Drive Northwest,Memorial Park,C
4416,Tribble Lane Northwest,Westhaven,I
4417,Hobart Drive Northwest,Collier Heights,I
4418,Fairburn Road Southwest,Briar Glen,P
4419,Mc Lendon Street Northwest,Marietta Street Artery,E
4420,Lake Forrest Drive Northeast,East Chastain Park,B
4421,Riverchess Lane,Ben Hill,P
4422,Summit Drive,East Lake,O
4423,Lynhurst Drive Southwest,Magnum Manor,I
4424,Lincoln Avenue Northwest,Atlantic Station,E
4425,Saint Charles Place Northeast,Druid Hills,N
4426,Cumberland Circle Northeast,Morningside/Lenox Park,F
4427,Lincoln Court Northwest,Center Hill,J
4428,Arthur Lane,West Highlands,G
4429,Plum Street Northwest,Downtown,M
4430,Broadview Place Northeast,Lindbergh/Morosgo,B
4431,Broadview Terrace Northeast,Lindbergh/Morosgo,B
4432,Toll House Lane Southwest,Heritage Valley,P
4433,Ardley Road Southwest,Green Acres Valley,I
4434,Dupont Park NW,Hills Park,D
4435,Rosewood Way,Westhaven,I
4436,Peachtree Hills Avenue Northeast,Garden Hills,B
4437,Prairie View Drive Southwest,Florida Heights,I
4438,Lindbergh Drive,Peachtree Heights East,B
4439,Whitmore Drive Northwest,Peachtree Battle Alliance,C
4440,Howell Mill Road Northwest,Springlake,C
4441,Kildare Avenue Northwest,Collier Heights,I
4442,Hawthorne Avenue Northwest,Loring Heights,E
4443,Oxley Place,Edgewood,O
4444,St Augustine Place Northeast,Atkins Park,F
4445,Grant Drive Southwest,Ben Hill Terrace,P
4446,Belgrade Avenue Northeast,Poncey-Highland,N
4447,Paige Way Northeast,Brookhaven,B
4448,Ansley Lane Northeast,Piedmont Heights,F
4449,T. Harvey Mathis Parkway,Pine Hills,B
4450,McClatchey Circle Northeast,North Buckhead,B
4451,Lena Street Northwest,Hunter Hills,K
4452,Casplan Court Southwest,Sylvan Hills,X
4453,Peachtree Road,Peachtree Heights East,B
4454,Lenox Way Northeast,Pine Hills,B
4455,Marion Avenue Southeast,Grant Park,W
4456,Blakely Drive Northeast,Lindridge/Martin Manor,F
4457,Calypso Circle,South Tuxedo Park,B
4458,Twin Springs Road Northwest,Chastain Park,A
4459,Edinboro Road Northwest,Castlewood,C
4460,Forrest Terrace Southeast,South River Gardens,Z
4461,Givens Avenue Northwest,Scotts Crossing,G
4462,Perimeter,Atlanta Industrial Park,G
4463,Chatsworth Place Northwest,Brandon,C
4464,Thomasville Court Southeast,Thomasville Heights,Z
4465,Center Northwest Street,Downtown,M
4466,Brentwood Terrace Northeast,Garden Hills,B
4467,Garden Lane Northwest,Loring Heights,E
4468,Spring Circle Northwest,Whittier Mill Village,D
4469,Dupont Commons Drive NW,Hills Park,D
4470,Parkview Court,Bolton,D
4471,Howell Mill Road Northwest,Memorial Park,C
4472,Entrance to Garnett MARTA Station,Downtown,M
4473,Chateaugay Lane Northeast,North Buckhead,B
4474,Olde Mill Lane,North Buckhead,B
4475,Camellia Ln NE,Lindbergh/Morosgo,B
4476,Fair Drive Southwest,Lakewood Heights,Y
4477,Forrest Place Northwest,Riverside,D
4478,Fabin Street Northwest,Whittier Mill Village,D
4479,Brook Way Southwest,Wisteria Gardens,H
4480,Lynch's Alley,Downtown,M
4481,Warmbreeze Road SE,Chosewood Park,Y
4482,Rocky Ford Road Southeast,Kirkwood,O
4483,Terminus Avenue,North Buckhead,B
4484,Colland Drive Northwest,Collier Hills,C
4485,Habersham Road Northwest,Wyngate,C
4486,Braxton Road Southwest,Ben Hill Terrace,P
4487,Tucker Avenue Southwest,Oakland City,S
4488,Tremont Drive Northwest,Dixie Hills,J
4489,Lytle Avenue Southeast,Ormewood Park,W
4490,Pelham Street Northwest,Bankhead,L
4491,Felder Avenue Northeast,Candler Park,N
4492,Westview PATH,Mozley Park,K
4493,Belt Loop SE,Ormewood Park,W
4494,Carlton Ridge Northeast,North Buckhead,B
4495,St Joseph Avenue Northwest,Carey Park,G
4496,Hoguchi Mews,Blandtown,D
4497,Winslow Drive Northeast,Peachtree Heights East,B
4498,Hutton Place Northwest,Collier Heights,I
4499,New Haven Court,Midwest Cascade,Q
4500,Irma Court,Mt. Paran/Northside,A
4501,Donnebrook Lane Southeast,South River Gardens,Z
4502,Atlanta BeltLine Westside Trail,Mozley Park,K
4503,Gray Street Northwest,English Avenue,L
4504,Gayles Court,South River Gardens,Z
4505,Duncan Drive NW,Hills Park,D
4506,County Line Road Southwest,Butner/Tell,P
4507,Reitveld Row,Blandtown,D
4508,Moores Mill Road,Margaret Mitchell,A
4509,Brookhaven Springs Drive Northeast,North Buckhead,B
4510,Flintlock Road Northwest,Whitewater Creek,A
4511,Arden Road Northwest,Arden/Habersham,C
4512,Avonwood Circle Southwest,Venetian Hills,S
4513,Bates Avenue Southeast,Kirkwood,O
4514,Fairburn Road Southwest,Wisteria Gardens,H
4515,Chastain Park Drive,East Chastain Park,B
4516,Skyland Drive Northeast,North Buckhead,B
4517,Highview Road Southwest,Cascade Avenue/Road,S
4518,4th Avenue Northeast,East Lake,O
4519,Sand Dollar Court,Sandlewood Estates,P
4520,Atlanta BeltLine Southside Trail,The Villages at Carver,Y
4521,Sandstream Court SW,Sandlewood Estates,P
4522,White Oak Hollow Northeast,Piedmont Heights,F
4523,Hanover West Terrace Northwest,Hanover West,C
4524,Verlaine Place Northwest,Cross Creek,C
4525,West Main Street Northwest,Riverside,D
4526,Maynard Court Northwest,Bankhead Courts,H
4527,Walden Street Northwest,Brookview Heights,G
4528,Marietta Street Northwest,Home Park,E
4529,Maynard Road Northwest,Bankhead Courts,H
4530,Bohler Lane Northwest,Cross Creek,C
4531,Sloan Circle Southeast,Custer/McDonough/Guice,W
4532,James Jackson Parkway Northwest,Lincoln Homes,G
4533,King Arthur Road Southwest,Kings Forest,P
4534,Flynn Street Northwest,Home Park,E
4535,Collins Street SE,Downtown,M
4536,Bay Line Ln,Bolton,D
4537,Downtown Connector,Sweet Auburn,M
4538,Ellsworth Drive Northwest,Springlake,C
4539,Ralph David Abernathy Freeway,East Atlanta,W
4540,Lionel Hampton PATH Trail,Washington Park,K
4541,West Road,Pine Hills,B
4542,Arden at Argonne Northwest,Arden/Habersham,C
4543,Elleby Road Southeast,Chosewood Park,Y
4544,Boynton Avenue Southeast,Peoplestown,V
4545,McLendon Circle Northwest,Collier Heights,I
4546,Southside Park MTB - Evergreen Trail,South River Gardens,Z
4547,Antwerp Drive Southeast,Browns Mill Park,Z
4548,Macklone Street Northeast,Edgewood,O
4549,High Point Cove Southwest,High Point,Y
4550,Carlisle Street Northwest,Grove Park,J
4551,DeKalb Place Northeast,Lake Claire,N
4552,Kentucky Avenue Northeast,Virginia Highland,F
4553,Highland Green Way,Virginia Highland,F
4554,Macon Drive Southeast,Browns Mill Park,Z
4555,Pine Street Northwest,Loring Heights,E
4556,Wilmington Avenue Southwest,Oakland City,S
4557,Charline Avenue Northeast,Morningside/Lenox Park,F
4558,Peachtree Battle Avenue Northwest,Peachtree Heights West,B
4559,Brewer Drive Southwest,Wilson Mill Meadows,H
4560,Carr Circle NW,Hills Park,D
4561,Sarah Street Northwest,Grove Park,J
4562,Stanfield Avenue,West Highlands,G
4563,Springlake Place Northwest,Springlake,C
4564,19th Street Northwest,Midtown,E
4565,Amal Drive,Betmar LaVilla,Y
4566,Prescott Walk Northeast,Druid Hills,N
4567,Stirling Circle Norhtwest,Blandtown,D
4568,Greenfield Street Southeast,Peoplestown,V
4569,Fulton Boulevard Southwest,Sylvan Hills,X
4570,Sanford Drive,West Highlands,G
4571,Linkwood Place Northwest,Collier Heights,I
4572,Stevens Street Northwest,Scotts Crossing,G
4573,Dogwood Court Southwest,Peyton Forest,I
4574,Overby Lane Northwest,Brandon,C
4575,Peter Haughton Way Northwest,Blandtown,D
4576,Glengary Way Northeast,North Buckhead,B
4577,North Shore Drive Southwest,Audobon Forest West,I
4578,Northwood Avenue Northeast,Brookwood Hills,E
4579,Lionel Hampton PATH Trail,Hunter Hills,K
4580,I-75/85 HOV,Georgia Tech,E
4581,Lullwater Parkway Northeast,Druid Hills,N
4582,Hall Avenue Southeast,Ormewood Park,W
4583,Martin Luther King Junior Drive Southeast,Capitol Gateway,V
4584,Habersham Cove Drive,Tuxedo Park,A
4585,South Ponce Court Northeast,Druid Hills,N
4586,Sagamore Drive Northwest,Peachtree Battle Alliance,C
4587,Allen Road Northeast,Piedmont Heights,F
4588,Whitestone Place,Mt. Paran/Northside,A
4589,Tall Pines Court Northwest,Chastain Park,A
4590,North Elizabeth Place Northwest,Grove Park,J
4591,Bresford Avenue,Candler Park,N
4592,Thomasville Drive Southeast,Norwood Manor,Z
4593,Springside Place Southeast,Glenrose Heights,Z
4594,Willow Wood Circle Southeast,East Lake,O
4595,Lawton Street Southwest,Harris Chiles,T
4596,Gatewood Court Northwest,West Paces Ferry/Northside,A
4597,Charleston Pointe Southeast,East Atlanta,W
4598,Mount Paran Road Northwest,Chastain Park,A
4599,West Pine Valley Road Northwest,Arden/Habersham,C
4600,Techwood Drive Northwest,Georgia Tech,E
4601,Metropolitan Place Southeast,East Atlanta,W
4602,Defoors Ferry Road Northwest,Hanover West,C
4603,Techwood Drive Northwest,Atlantic Station,E
4604,Charles Bank Avenue,Grant Park,W
4605,Longleaf Drive Northeast,North Buckhead,B
4606,Calloway Drive Northwest,West Lake,J
4607,Riverchess Court Southwest,Ben Hill,P
4608,Airline St Southeast,Old Fourth Ward,M
4609,Bohler Road Northwest,Underwood Hills,D
4610,Gotham Way Northeast,Piedmont Heights,F
4611,Stone Gate Drive,Pine Hills,B
4612,Randall Mill Road Northwest,Mt. Paran/Northside,A
4613,Defoors Court Northwest,Underwood Hills,D
4614,Bonview Lane Northeast,Pine Hills,B
4615,Pryor Circle Southwest,Betmar LaVilla,Y
4616,Albemarle Drive Northwest,Margaret Mitchell,A
4617,I 20,Florida Heights,I
4618,Fernleaf Circle Northwest,Fernleaf,C
4619,Ogilvie Drive Northeast,Lindridge/Martin Manor,F
4620,Northeast Expressway,Piedmont Heights,F
4621,Lakewood Avenue,Polar Rock,Z
4622,Greystone Park Northeast,Morningside/Lenox Park,F
4623,Orlando Place Southwest,Cascade Avenue/Road,S
4624,Beechview Drive Southeast,East Atlanta,W
4625,Clifton Terrace Northeast,Druid Hills,N
4626,Elliott Street,Downtown,M
4627,Renaissance Way Northeast,Old Fourth Ward,M
4628,Meredith Drive Northwest,Collier Hills,C
4629,Willow Avenue Northeast,Peachtree Hills,B
4630,Sylvester Circle Southeast,East Atlanta,W
4631,Argyle Drive Northwest,Bolton Hills,G
4632,Garmon Ferry Road Northwest,Mt. Paran/Northside,A
4633,Lisa Court Southwest,Chalet Woods,I
4634,Kathryn Court Southwest,Deerwood,P
4635,Terrace View Circle,Browns Mill Park,Z
4636,Brandon Park Place Northwest,Springlake,C
4637,Dovers Alley Southwest,Bush Mountain,S
4638,Brickworks Circle,Inman Park,N
4639,Gardner Street Southwest,Pittsburgh,V
4640,Hollydale Drive Southwest,West Manor,I
4641,Burnt Hickory Drive Southwest,Green Acres Valley,I
4642,Hawthorn Circle,Kirkwood,O
4643,Harper Way Northwest,Underwood Hills,D
4644,Capitol Avenue Southwest,The Villages at Carver,Y
4645,Deerwood Drive Southwest,Ben Hill,P
4646,Ansley Circle Northeast,Piedmont Heights,F
4647,Carriage Way Northwest,Mt. Paran/Northside,A
4648,Brittany Way Northeast,Pine Hills,B
4649,Hillcrest Avenue Northeast,Candler Park,N
4650,Jewel Court,Midwest Cascade,Q
4651,Harris Glen Northwest,Mt. Paran/Northside,A
4652,Ivy Place Northeast,Lake Claire,N
4653,Kelly Street Southeast,Capitol Gateway,V
4654,Banks Avenue Southwest,Perkerson,X
4655,Rycroft Northwest Way,South Tuxedo Park,B
4656,Bonnybrook Way Southwest,Greenbriar,R
4657,Rock Spring Road,Morningside/Lenox Park,F
4658,North Wood Valley Road Northwest,West Paces Ferry/Northside,A
4659,Danube Road Northeast,North Buckhead,B
4660,Mayo Place Southwest,Southwest,R
4661,Camden Road Northeast,Brookwood Hills,E
4662,Westminster Heath Northwest,Margaret Mitchell,A
4663,Pulliam Street Southwest,Downtown,M
4664,Landrum Drive Southwest,Laurens Valley,R
4665,Andrews Court Northwest,Peachtree Heights West,B
4666,Adams Street Southwest,Sylvan Hills,X
4667,Paces West Place Northwest,Randall Mill,A
4668,Camp Creek Parkway,Princeton Lakes,P
4669,Larchmont Court Northwest,Collier Heights,I
4670,Sunset Drive Southwest,Ben Hill Terrace,P
4671,Golf Circle Northeast,Ansley Park,E
4672,South Ponce,Druid Hills,N
4673,Booth Avenue NorthWest,Blandtown,D
4674,Rawson Street Southeast,Capitol Gateway,V
4675,Northern Avenue Southeast,Reynoldstown,N
4676,Willma Drive,West Highlands,G
4677,Redland Road Northwest,Collier Hills North,C
4678,Colmer Avenue Southeast,Reynoldstown,N
4679,Lee Circle Northeast,Pine Hills,B
4680,Cohen Street Southwest,Pittsburgh,V
4681,Rutherford Street Northwest,Riverside,D
4682,Maison Place Northwest,Cross Creek,C
4683,Elm Street Southwest,The Villages at Castleberry H,T
4684,Atlanta BeltLine Eastside Trail,Virginia Highland,F
4685,Wolfe Lane Northwest,West Highlands,G
4686,Spreading Oak Drive Southwest,Green Acres Valley,I
4687,Lewis Lane SE,Ormewood Park,W
4688,Whetstone Creek Trail,Bolton,D
4689,Spencer Street Northwest,Washington Park,L
4690,Cottage Lane Northwest,Collier Hills,C
4691,Archer Street Southwest,Mozley Park,K
4692,Ashwood Avenue Southwest,Lakewood Heights,Y
4693,Bohler Mews,Cross Creek,C
4694,Angier Place Northeast,Old Fourth Ward,M
4695,Boulder Park Drive Southwest,Boulder Park,H
4696,Walthall Court Northwest,Collier Hills,C
4697,Austin Court Southwest,Kings Forest,P
4698,Arden Way Northeast,North Buckhead,B
